riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs72793631-?	4.00E-09	-	NR	-	-	-	GRIA1,LINC01470	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	2553782:34:00	35589863	Gouveia C
rs72821619-?	4.00E-09	-	NR	-	-	-	WDPCP	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1057483:30:00	35589863	Gouveia C
rs72886476-?	5.00E-10	-	NR	-	-	-	MIR924HG,RNU6-706P	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	651404:36:00	35589863	Gouveia C
rs62118504-?	5.00E-44	-	NR	-	-	-	MARK4,EXOC3L2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	753877:13:00	35589863	Gouveia C
rs62119263-?	5.00E-13	-	NR	-	-	-	IGSF23	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	743717:20:00	35589863	Gouveia C
rs62137344-?	7.00E-19	-	NR	0.82	-	[0.78-0.86]	RN7SL341P,Y_RNA	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1080436:14:00	35589863	Gouveia C
rs62255507-?	1.00E-08	-	NR	-	-	-	LINC00971	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1411945:19:00	35589863	Gouveia C
rs62258410-?	4.00E-11	-	NR	-	-	-	SRRM1P2,LINC00971	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1402570:47:00	35589863	Gouveia C
rs62303695-?	1.00E-08	-	NR	-	-	-	GABRA4,COX7B2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	781906:12:00	35589863	Gouveia C
rs62334698-?	2.00E-08	-	NR	-	-	-	LINC02063,IRX1	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	68285:05:00	35589863	Gouveia C
rs62364788-?	2.00E-09	-	NR	-	-	-	PTCD2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1206031:27:00	35589863	Gouveia C
rs62375397-?	3.00E-09	-	NR	-	-	-	MIR4280HG,LINC02059	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1450050:14:00	35589863	Gouveia C
rs62425025-?	4.00E-22	-	NR	1.16	-	[1.12-1.19]	KHDRBS2-OT1,RBBP4P3	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1018944:40:00	35589863	Gouveia C
rs62515894-?	7.00E-17	-	NR	1.31	-	[1.23-1.4]	THAP1,CHRNA6	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	713546:09:00	35589863	Gouveia C
rs63749402-?	3.00E-08	-	NR	-	-	-	ZNF285BP,ZNF229	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	740991:17:00	35589863	Gouveia C
rs6498627-?	4.00E-08	-	NR	-	-	-	SPRING1P3,PLA2G10FP	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	280032:41:00	35589863	Gouveia C
rs6538539-?	2.00E-08	-	NR	-	-	-	KRT19P2,TMCC3	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1580037:17:00	35589863	Gouveia C
rs6539809-?	4.00E-10	-	NR	-	-	-	RPL6P25,SLC6A15	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1399588:25:00	35589863	Gouveia C
rs6544066-?	3.00E-08	-	NR	-	-	-	PRKD3	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	621939:08:00	35589863	Gouveia C
rs6673285-?	1.00E-09	-	NR	-	-	-	DNAH14	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	3756022:50:00	35589863	Gouveia C
rs6696130-?	3.00E-11	-	NR	-	-	-	C4BPAP2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	3453815:39:00	35589863	Gouveia C
rs6771887-?	4.00E-10	-	NR	-	-	-	PPP2R3A	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	2267995:34:00	35589863	Gouveia C
rs6798922-?	2.00E-08	-	NR	-	-	-	CADM2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1418231:40:00	35589863	Gouveia C
rs680119-?	7.00E-10	-	NR	-	-	-	PICALM	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1433427:29:00	35589863	Gouveia C
rs68059633-?	2.00E-11	-	NR	-	-	-	CCDC83	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1431302:41:00	35589863	Gouveia C
rs6846361-?	4.00E-10	-	NR	-	-	-	LRBA	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	2514011:27:00	35589863	Gouveia C
rs6904307-?	6.00E-21	-	NR	1.24	-	[1.19-1.3]	RAB23,PRIM2	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	954287:26:00	35589863	Gouveia C
rs6916215-?	3.00E-16	-	NR	1.15	-	[1.11-1.18]	KHDRBS2-OT1,RBBP4P3	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	Alzheimer disease,polygenic risk score	-	GCST90132260	1015921:26:00	35589863	Gouveia C
rs116443000-T	2.00E-07	-	NR	2.22	-	-	RNU6ATAC21P,TFAP2A	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	172643:24:00	36543923	Sherva R
rs11610873-C	3.00E-07	-	NR	0.75	-	-	RFX4,POLR3B	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	1776041:26:00	36543923	Sherva R
rs34197461-A	3.00E-07	-	NR	1.33	-	-	MIR646HG,LINC01718	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	1014669:16:00	36543923	Sherva R
rs202380-T	3.00E-07	-	NR	0.86	-	-	ZNF334,OCSTAMP	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	775640:19:00	36543923	Sherva R
rs146777408-T	3.00E-07	-	NR	1.34	-	-	CFAP46	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	2215148:32:00	36543923	Sherva R
rs181518405-A	4.00E-07	-	NR	1.85	-	-	LHX6	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	2036899:25:00	36543923	Sherva R
rs73650172-G	4.00E-07	-	NR	1.22	-	-	OTX2P1,RNU6-1228P	Alzheimer's disease or related dementias (adjusted for APOE E4 dosage)	Alzheimer disease,dementia	-	GCST90267625	1258610:51:00	36543923	Sherva R
rs4968782-G	4.00E-12	(Angiotensin-converting enzyme)	NR	-	-	-	CYB561,PPIAP55	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	angiotensin-converting enzyme measurement,Alzheimer disease,Alzheimer's disease biomarker measurement	-	GCST002665	1057868:55:00	25340798	Kauwe JS
rs61812598-G	6.00E-63	(Interleukin-6 receptor)	NR	-	-	-	IL6R	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	Alzheimer disease,interleukin-6 measurement,Alzheimer's disease biomarker measurement	-	GCST002665	2574127:51:00	25340798	Kauwe JS
rs6808835-G	2.00E-13	(Macrophage Inflammatory protein-1 beta)	NR	-	-	-	CCRL2	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	Alzheimer disease,CCL4 measurement,Alzheimer's disease biomarker measurement	-	GCST002665	773475:53:00	25340798	Kauwe JS
rs573521-A	2.00E-44	(Matrix metalloproteinase-3)	NR	-	-	-	MMP12,MMP3	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	matrix metalloproteinase measurement,Alzheimer disease,Alzheimer's disease biomarker measurement	-	GCST002665	1714115:09:00	25340798	Kauwe JS
rs2228467-G	4.00E-18	(Monocyte chemotactic protein 1)	NR	-	-	-	ACKR2,CYP8B1	Cerebrospinal fluid levels of Alzheimer's disease-related proteins	Alzheimer disease,Alzheimer's disease biomarker measurement,CCL2 measurement	-	GCST002665	714413:24:00	25340798	Kauwe JS
rs17090219-?	9.00E-08	-	NR	-	5.15 unit increase	[3.33-6.97]	LINC03069,TXNL1	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	942081:22:00	28560309	Lee E
rs3936289-?	5.00E-07	-	NR	-	3.34 unit increase	[2.09-4.59]	ST6GAL1	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	3117289:09:00	28560309	Lee E
rs56378310-?	2.00E-06	-	NR	-	2.98 unit decrease	[1.8-4.16]	RAB20	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	1842301:46:00	28560309	Lee E
rs192470679-?	2.00E-06	-	NR	-	2.89 unit increase	[1.73-4.05]	PDS5B	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	545291:42:00	28560309	Lee E
rs11121365-?	2.00E-06	-	NR	-	5.76 unit increase	[3.45-8.07]	SPSB1	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	154962:05:00	28560309	Lee E
rs2484-?	3.00E-06	-	NR	-	4.53 unit increase	[2.69-6.37]	BDH1	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	3292364:38:00	28560309	Lee E
rs10903488-?	3.00E-06	-	NR	-	4.58 unit increase	[2.7-6.46]	ADARB2	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	26073:23:00	28560309	Lee E
rs6016505-?	4.00E-06	-	NR	-	-	-	TOP1	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	684180:49:00	28560309	Lee E
rs314277-?	5.00E-06	-	NR	-	-	-	LIN28B	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	1749335:47:00	28560309	Lee E
rs57905270-?	5.00E-06	-	NR	-	-	-	C2orf83	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	3793701:58:00	28560309	Lee E
rs12525341-?	8.00E-06	-	NR	-	-	-	TIAM2	Accelerated cognitive decline after conversion of mild cognitive impairment to Alzheimer's disease (Alzhiemer's diagnosis trajectory interaction)	Alzheimer disease,cognitive decline measurement,Cognitive impairment	-	GCST004253	2586232:30:00	28560309	Lee E
rs4499362-?	1.00E-06	(t-tau/AB1-42)	NR	-	-	-	EPC2,RNU2-9P	Alzheimer's disease biomarkers	Alzheimer disease,beta-amyloid 1-42 measurement,t-tau measurement	-	GCST000900	2480182:27:00	21123754	Kim S
rs2075650-?	1.00E-06	(p-tau181p/AB1-42, t-tau/AB1-42)	NR	-	-	-	TOMM40	Alzheimer's disease biomarkers	Alzheimer disease,p-tau measurement,beta-amyloid 1-42 measurement,t-tau measurement	-	GCST000900	748225:02:00	21123754	Kim S
rs429358-?	1.00E-06	(AB1-42, p-tau181p, p-tau181p/AB1-42, t-tau/AB1-42)	NR	-	-	-	APOE	Alzheimer's disease biomarkers	Alzheimer disease,p-tau measurement,beta-amyloid 1-42 measurement,t-tau measurement	-	GCST000900	748497:04:00	21123754	Kim S
rs144292455-?	1.00E-06	-	NR	3.32	-	-	TACR3	Alzheimer's disease (age of onset) (adjusted for APOE e4 carrier status)	Alzheimer disease,APOE carrier status,age at onset	-	GCST90093288	1727608:18:00	33637690	He L
rs61981931-?	2.00E-06	-	NR	0.824	-	-	CDKL1	Alzheimer's disease (age of onset) (adjusted for APOE e4 carrier status)	Alzheimer disease,APOE carrier status,age at onset	-	GCST90093288	839850:04:00	33637690	He L
rs199533-?	4.00E-07	-	NR	0.896	-	-	NSF	Alzheimer's disease (age of onset) (adjusted for APOE e4 carrier status)	Alzheimer disease,APOE carrier status,age at onset	-	GCST90093288	779209:45:00	33637690	He L
rs2858331-G	3.00E-10	-	NR	-	-	-	MTCO3P1,HLA-DQB3	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	545231:00:00	35851147	Adewuyi EO
rs2584662-C	4.00E-09	-	NR	-	-	-	PHB1,ZNF652-AS1	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	823235:45:00	35851147	Adewuyi EO
rs12058296-A	5.00E-09	-	NR	-	-	-	PDE4B	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	1098946:41:00	35851147	Adewuyi EO
rs28895026-C	5.00E-09	-	NR	-	-	-	HLA-DRA,TSBP1-AS1	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	540404:38:00	35851147	Adewuyi EO
rs4147104-A	5.00E-09	-	NR	-	-	-	CR1L	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	3461815:09:00	35851147	Adewuyi EO
rs6695557-A	8.00E-09	-	NR	-	-	-	PDE4B	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	1098056:30:00	35851147	Adewuyi EO
rs34644948-T	2.00E-08	-	NR	-	-	-	IL34	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	1177478:35:00	35851147	Adewuyi EO
rs2840677-A	2.00E-08	-	NR	-	-	-	PDE4B	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	1097804:14:00	35851147	Adewuyi EO
rs7642934-A	3.00E-08	-	NR	-	-	-	SEMA3F-AS1	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	835626:35:00	35851147	Adewuyi EO
rs11083749-T	3.00E-08	-	NR	-	-	-	NECTIN2	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	748033:08:00	35851147	Adewuyi EO
rs709210-A	4.00E-08	-	NR	-	-	-	TUSC2,HYAL2	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	838676:58:00	35851147	Adewuyi EO
rs11880948-C	6.00E-08	-	NR	-	-	-	BCL3	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	745973:57:00	35851147	Adewuyi EO
rs28732222-C	1.00E-07	-	NR	-	-	-	HLA-DRA,HLA-DRB9	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	540994:41:00	35851147	Adewuyi EO
rs17206350-C	1.00E-07	-	NR	-	-	-	HLA-DQB3,MTCO3P1	Alzheimer's disease or gastroesophageal reflux disease and/or peptic ulcer disease	Alzheimer disease,peptic ulcer disease,Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,gastroesophageal reflux disease	-	GCST90134605	545127:30:00	35851147	Adewuyi EO
rs74852218-A	4.00E-07	-	NR	-	-	-	LINC02211,RNU6-374P	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	428356:53:00	36543923	Sherva R
rs58443395-A	5.00E-07	-	NR	-	-	-	ASB3,MIR4431	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	887585:16:00	36543923	Sherva R
rs509334-A	9.00E-07	-	NR	-	-	-	BMPR1AP2,SORL1-AS1	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	2023464:29:00	36543923	Sherva R
rs116620371-A	2.00E-06	-	NR	-	-	-	FHOD3	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	610018:29:00	36543923	Sherva R
rs16894668-T	3.00E-06	-	NR	-	-	-	FOXP4-AS1,NCR2	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	690358:52:00	36543923	Sherva R
rs116329346-A	4.00E-06	-	NR	-	-	-	LINC02613,HNRNPLL	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	641947:44:00	36543923	Sherva R
rs116329346-A	4.00E-06	-	NR	-	-	-	LINC02613,HNRNPLL	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	641947:44:00	36543923	Sherva R
rs145008711-A	5.00E-06	-	NR	-	-	-	ITGA11,CORO2B	Alzheimer's disease, proxy Alzheimer's disease or related dementias	Alzheimer disease,dementia,family history of Alzheimer’s disease	-	GCST90267627	1140577:44:00	36543923	Sherva R
